Date,Platform,Text,Person,Truthfulness Category
"February 13, 2016",gop debate,"Says ""Joseph Stalin said if you want to bring America down you, have to undermine three things: our spiritual life, our patriotism and our morality.""",Ben Carson,pants-fire
"February 13, 2016",presidential debate,"On the Iraq war, ""I said it loud and clear, 'You'll destabilize the Middle East.' """,Donald Trump,false
"February 11, 2016",democratic debate,"The United States has ""the highest rate of childhood poverty of almost any major country on Earth.""  ",Bernie Sanders,half-true
"February 11, 2016",democratic debate,"Says Sen. Bernie Sanders has called President Barack Obama ""weak. He's called him a disappointment.""",Hillary Clinton,half-true
"February 11, 2016",democratic debate,"""The African-American community lost half of their wealth as a result of the Wall Street collapse.""",Bernie Sanders,true
"February 11, 2016",milwaukee,"""Americans haven’t had a raise in 15 years.""",Hillary Clinton,mostly-true
"February 11, 2016",democratic debate,"""In America, we pay, by far, the highest prices in the world for prescription drugs.""",Bernie Sanders,mostly-true
"February 9, 2016",hampshire,"""Don't believe those phony numbers when you hear 4.9 and 5 percent unemployment. The number's probably 28, 29, as high as 35. In fact, I even heard recently 42 percent.""",Donald Trump,pants-fire
"January 24, 2016",medium,"""My two appointments to the Florida Supreme Court, Raul Cantero and Kenneth Bell, have earned reputations as its most consistent conservatives.""",Jeb Bush,mostly-true
"February 1, 2016",iowa,"""I'm self-funding my own campaign.""",Donald Trump,half-true
"February 6, 2016",hampshire,"Says Hillary Clinton ""believes that all abortions should be legal, even on the due date of that unborn child.""",Marco Rubio,false
"February 4, 2016",hampshire,"""Not one Republican has the guts to recognize that climate change is real.""",Bernie Sanders,false
"February 6, 2016",medium.com,"Says she ""is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.""",Carly Fiorina,true
"February 7, 2016",No Platform,"""Tell me what Madeleine Albright’s position was on the War on Iraq. I wouldn’t be surprised if she supported it."" ",Bernie Sanders,barely-true
"February 7, 2016",No Platform,"""There really isn’t any kind of foreign policy network that is supporting and advising Sen. Sanders.""",Hillary Clinton,mostly-true
"February 6, 2016",hampshire,"""Right now we’re the highest taxed country in the world.""",Donald Trump,false
"February 6, 2016",n.h.,"Regarding the Iraq War, ""I was the one that said, ‘Don’t go, don’t do it, you’re going to destabilize the Middle East.’ """,Donald Trump,barely-true
"February 6, 2016",gop debate,"Says CNN reported Ben Carson was ""taking a break from campaigning"" and the Cruz campaign ""forwarded that news to our volunteers.""  ",Ted Cruz,false
"February 4, 2016",democratic debate,"""I waited until (the Trans-Pacific Partnership trade agreement) had actually been negotiated"" before deciding whether to endorse it.",Hillary Clinton,half-true
"February 4, 2016",n.h.,"Says Bernie Sanders advocated putting ""Iranian troops into Syria to try and resolve the conflict there. Putting them right on the doorstep of Israel.""  ",Hillary Clinton,mostly-true
"February 4, 2016",n.h.,"Says a Sanders campaign ad ""never said ... a newspaper endorsed us that did not.""",Bernie Sanders,false
"February 4, 2016",msnbc,"Americans ""are working longer hours for low wages . . . and yet almost all new income and wealth is going to the top 1 percent.""",Bernie Sanders,half-true
"February 4, 2016",n.h.,"China is ""practicing how to blow up our satellites.""",Marco Rubio,true
"February 3, 2016",n.h.,"""During eight years under Ronald Reagan, African-American median income rose by about $5,000.""",Ted Cruz,barely-true
"February 2, 2016",n.h.,"The 2013 immigration bill ""expanded President Obama’s ability to bring Syrian refugees to this country without mandating any meaningful background checks.""",Ted Cruz,false
"February 1, 2016",ad,"""While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.""",Bernie Sanders,half-true
"February 2, 2016",n.h.,"The debt ""comes up all the time in town meetings ... but it's never asked in the debates. It's really weird. It hasn't been brought up.""",Jeb Bush,false
"February 2, 2016",ad,"Says Ohio Gov. John Kasich had ""the worst rating on spending of any governor in the country, Republican or Democrat.""",Right to Rise,half-true
"January 25, 2016",town hall,"When terrorists killed more than 250 Americans in Lebanon under Ronald Reagan, ""the Democrats didn’t make that a partisan issue.""",Hillary Clinton,half-true
"January 31, 2016",No Platform,"""Donald Trump and Hillary Clinton and Bernie Sanders have the identical position on health care, which is they want to put the government in charge of you and your doctor.""",Ted Cruz,false
"January 31, 2016",nbc 's,"""We have more illegal immigrants here"" than we did five years ago.",Marco Rubio,false
"January 28, 2016",presidential debate,"Obamacare ""is the biggest job-killer in this country -- millions of Americans have lost their jobs, have been forced into part-time work.""  ",Ted Cruz,pants-fire
"January 28, 2016",cnn,"""I never once asked that (Megyn Kelly) be removed"" as a debate moderator.",Donald Trump,false
"January 28, 2016",republican,"""Last year, there were an additional 81,000 pages of government regulations. If you stack that up, it would be a three-story building.""",Ben Carson,barely-true
"January 28, 2016",republican,"""A third of the budget for the city of Ferguson (Missouri) was being reaped by civil fines.""",Rand Paul,barely-true
"January 28, 2016",iowa,"Neighbors of the San Bernardino shooters ""knew that they were talking about trying to take our country and attack it.""  ",Chris Christie,false
"January 28, 2016",presidential debate,"""I have not insulted Donald personally.""",Ted Cruz,barely-true
"January 28, 2016",news debate,"""Barack Obama, right now, No. 1, over seven years has dramatically degraded our military.""  ",Ted Cruz,barely-true
"January 20, 2016",iowa,"""I am the only candidate on either side who has laid out a specific plan about what I would do to defeat ISIS.""",Hillary Clinton,false
"January 24, 2016",No Platform,Says his views on reparations for slavery are the same as Barack Obama's and Hillary Clinton's. ,Bernie Sanders,mostly-true
"January 19, 2016",iowa,"""Almost all of the polls that have come out suggest that I am a much stronger candidate against the Republicans than is Hillary Clinton.""",Bernie Sanders,false
"January 14, 2016",medium.com,"""Fifty years ago, the average GM employee could pay for a year of a son or daughter’s college tuition on just two weeks wages.""",Martin O'Malley,mostly-true
"January 24, 2016",nbc 's,"Says a Ted Cruz ad has ""got me bull-dozing down a house. I never bulldozed it down. It's false advertising.""",Donald Trump,half-true
"January 24, 2016",nbc 's,"Says Donald Trump ""thinks that climate change is a hoax, invented by the Chinese.""",Bernie Sanders,mostly-true
"January 14, 2016",s.c.,"China has ""total control, just about, of North Korea.""",Donald Trump,barely-true
"January 19, 2016",iowa,"""I have a D-minus voting record from the NRA.""",Bernie Sanders,mostly-true
"January 20, 2016",des moines,"The United States has a ""record number of abortions year after year after year.""",Carly Fiorina,false
"January 18, 2016",event,"""Every piece of legislation, just about, that I ever introduced (in the U.S. Senate) had a Republican co-sponsor."" ",Hillary Clinton,false
"January 9, 2016",medium.com,"""Today, if you were raised poor, you’re just as likely to stay poor as you were 50 years ago.""",Paul Ryan,true
"January 17, 2016",democratic presidential debate,"""Very little of (the defense) budget — less than 10 percent — actually goes into fighting ISIS and international terrorism.""",Bernie Sanders,barely-true
"January 17, 2016",democratic presidential debate,"""I helped write"" the Affordable Care Act.",Bernie Sanders,barely-true
"January 17, 2016",democratic presidential debate,"""We now have driven (health care) costs down to the lowest they've been in 50 years.""",Hillary Clinton,false
"January 17, 2016",democratic debate,"Says Bernie Sanders ""voted for what we call the 'Charleston Loophole.'""",Hillary Clinton,mostly-true
"January 17, 2016",democratic presidential debate,"Says Bernie Sanders ""has reversed his position on immunity"" for gun manufacturers and sellers.",Hillary Clinton,true
"January 17, 2016",interview,"Hostages were released as soon as Ronald Reagan took office because Iran perceived that America was ""no longer under the command of someone weak.""",Marco Rubio,pants-fire
"January 17, 2016",nbc 's,"Says Hillary Clinton called Barack Obama ""naive"" for saying he was would ""sit down and talk to the Iranians"" during the 2008 Democratic primary.  ",Bernie Sanders,half-true
"January 14, 2016",s.c.,"Says Sen. Ted Cruz used to be ""in favor of birthright citizenship"" but is now against it.",Marco Rubio,barely-true
"January 14, 2016",s.c.,"Says Marco Rubio ""knows full well I voted for his amendment to increase military spending to $697 billion.""",Ted Cruz,true
"January 15, 2016",s.c.,"Says President Barack Obama ""appointed Eric Holder as attorney general. Eric Holder said he viewed his mission as brainwashing the American people against guns.""",Ted Cruz,half-true
"January 15, 2016",network,"""I didn’t support Sonia Sotomayor.""    ",Chris Christie,false
"January 14, 2016",network,"Says Hillary Clinton ""is under investigation with the FBI right now.""",Jeb Bush,half-true
"January 14, 2016",network,"""We have the lowest percentage of Americans working today of any year since 1977.""",Ted Cruz,mostly-true
"January 14, 2016",presidential debate,"Among Syrian refugees and migrants coming into Europe, ""there look like very few women. Very few children.""",Donald Trump,false
"January 12, 2016",union address,"""The United States of America, right now, has the strongest, most durable economy in the world.""",Barack Obama,mostly-true
"January 4, 2016",ad,"Says Chris Christie ""instituted an Internet sales tax.""",Conservative Solutions PAC,barely-true
"January 12, 2016",hillary clinton,"Says Bernie Sanders’ health care plan would ""empower Republican governors to take away Medicaid, to take away health insurance for low-income and middle-income working Americans.""",Chelsea Clinton,barely-true
"January 13, 2016",cnn,"Until the new Iran deal, China and Russia ""have never voted with us at the U.N. on any sanctions on Iran in the past.""",Nancy Pelosi,pants-fire
"January 4, 2016",medium,"""As governor of Florida, I used a combination of strategies to help reduce heroin use among youth in Florida by approximately 50 percent.""",Jeb Bush,half-true
"January 12, 2016",union address,"""We spend more on our military than the next eight nations combined.""",Barack Obama,mostly-true
"January 12, 2016",union speech,"We've ""lifted high school graduation rates to new highs.""",Barack Obama,half-true
"January 12, 2016",union address,"The economy is ""too weak to raise income levels.""",Nikki Haley,mostly-true
"January 12, 2016",union speech,"""Our businesses have created jobs every single month since (Obamacare) became law.""",Barack Obama,true
"January 12, 2016",union address,"We have cut ""our deficits by almost three-quarters.""",Barack Obama,mostly-true
"January 10, 2016",iowa,"""We get practically nothing compared to the cost of"" keeping U.S. military forces in South Korea.",Donald Trump,barely-true
"January 10, 2016",nbc 's,"The five Guantanamo detainees swapped for Bowe Bergdahl are ""back on the battlefield.""  ",Donald Trump,false
"December 17, 2015",medium,"""When we held recent economic dialogues with China, we agreed on over 100 different things  —  including wildlife trafficking and volcano research. None of these 100-plus points of agreement addressed cybersecurity.""",Carly Fiorina,barely-true
"January 4, 2016",clinton,"""Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.""",Hillary Clinton,mostly-true
"January 5, 2016",gun regulations,"""A violent felon can buy (a gun) over the Internet with no background check, no questions asked.""",Barack Obama,mostly-true
"January 4, 2016",ad,"A Trump television ad shows Mexicans swarming over ""our southern border.""",Donald Trump,pants-fire
"January 3, 2016",nbc 's,"""Everywhere that we have more citizens carrying guns, crime is less. There's a study showing that where states have open carry or concealed carry, but particularly open carry, the crime is down 25 percent.""",Dan Patrick,barely-true
"January 3, 2016",nbc 's,"""Both Cruz and Rubio are missing the vast majority of their votes.""",Rand Paul,barely-true
"December 20, 2015",nbc 's,"""We didn't go out and take"" information from the Hillary Clinton campaign.",Bernie Sanders,barely-true
"December 19, 2015",hampshire,"Says Bernie Sanders ""voted for regime change with respect to Libya."" ",Hillary Clinton,mostly-true
"December 15, 2015",las vegas,"Says the Obama administration invited ""Russia into Syria.""",Chris Christie,barely-true
"December 20, 2015",nbc 's,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",Donald Trump,true
"December 20, 2015",No Platform,"The Affordable Care Act is ""making families pay double-digit premium increases.""",Paul Ryan,half-true
"December 19, 2015",democratic presidential debate,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",Bernie Sanders,true
"December 19, 2015",democratic presidential debate,"""Secretary Clinton changes her position on (gun issues) every election year, it seems, having one position in 2000 and then campaigning against President Obama and saying we don't need federal standards.""",Martin O'Malley,half-true
"December 19, 2015",democratic presidential debate,"ISIS is ""going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.""",Hillary Clinton,false
"December 15, 2015",las vegas,"""One of the most troubling aspects of the Rubio-Schumer Gang of Eight bill was that it gave President Obama blanket authority to admit refugees, including Syrian refugees, without mandating any background checks whatsoever.""",Ted Cruz,false
"December 13, 2015",abc,"""Our larger domestic threat is from racial supremacist groups.""  ",André Carson,false
"December 15, 2015",las vegas,"The 9/11 terrorists' friends, family, girlfriends in the United States ""were sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television.""",Donald Trump,false
"December 15, 2015",las vegas,"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",Rand Paul,true
"December 15, 2015",las vegas,"Regarding the USA Freedom Act, ""There is nothing we are allowed to do under this bill that we could not do before.""",Marco Rubio,half-true
"December 15, 2015",las vegas,"Says carpet bombing means bombing ""not a city, but the location of the troops,"" with ""embedded special forces to direct the air power.""",Ted Cruz,false
"December 15, 2015",cnn,"""One of the things I would immediately do … is bring back the warrior class -- Petraeus, McChrystal, Mattis, Keane, Flynn. ... Every one was retired early because they told President Obama things that he didn’t want to hear.""",Carly Fiorina,barely-true
"December 15, 2015",las vegas,"Says Marco Rubio ""is the one for an open border.""  ",Rand Paul,pants-fire
"December 15, 2015",cnn,"""Two months ago, Donald Trump said that ISIS was not our fight.""",Jeb Bush,mostly-true
"December 15, 2015",cnn,"""The head of the FBI has told Congress they cannot vet those (Syrian) refugees.""",Ted Cruz,barely-true
"November 30, 2015",morning joe,"""We're practically not allowed to use coal any more. What do we do with our coal? We ship it to China and they spew it in the air.""",Donald Trump,barely-true
"December 8, 2015",npr,"""Mike Morell testified and told Congress that the reason Obama has not bombed ISIS' oil fields is they're concerned about global warming.""",Ted Cruz,false
"December 13, 2015",nbc 's,"""The states have always defined marriage.""",Marco Rubio,half-true
"December 13, 2015",nbc 's,"""Three or four countries"" out of roughly 60 in the anti-ISIS coalition ""are providing military force.""",Marco Rubio,mostly-true
"December 9, 2015",supreme court hearing,"""Most of the black scientists in this country don't come from schools like the University of Texas. They come from lesser schools.""",Antonin Scalia,half-true
"December 7, 2015",campaign statement,"Says 25 percent of U.S. Muslims ""agreed that violence against Americans here in the United States is justified as a part of the global jihad.""",Donald Trump,barely-true
"November 13, 2013",multiple posts,"Barack Obama’s Columbia University ID says he was a foreign student and went by ""Barry Soetoro.""",Facebook posts,pants-fire
"December 6, 2015",nbc 's 'meet,"""In France, they have a (surveillance) program a thousandfold more invasive"" than the United States.",Rand Paul,mostly-true
"November 25, 2015",fox,"""Technically, (Ted Cruz is) not even an American.""",Alan Grayson,pants-fire
"August 26, 2014",youtube,"A Muslim immigrant in Michigan can list his second, third or fourth wives as ""extended family"" and qualify for welfare.",Chain email,barely-true
"December 6, 2015",george stephanopoulos,"The Charleston, S.C., shooter ""should have never been given a gun, but the universal background check was not fast enough.""",Hillary Clinton,mostly-true
"December 6, 2015",cnn,"""There are over 700,000 Americans on some watch list or another that would all be captured"" in a Democratic amendment intended to stop suspected terrorists from buying guns.",Marco Rubio,barely-true
"December 1, 2015",campaign website,"""Ted Cruz tried to ban contraception"" five times.",Hillary Clinton,barely-true
"November 29, 2015",nation,"""It is already in the law that there is a requirement to screen (refugees) for religion.""",Jeb Bush,mostly-true
"November 24, 2015",hampshire,"Says there are ""ample means"" to ""tell when someone is a Christian in the Middle East ... by name, by where they’re born, their birth certificates.""  ",Jeb Bush,half-true
"November 30, 2015",hugh hewitt,"""Here’s the simple and undeniable fact: The overwhelming majority of violent criminals are Democrats.""",Ted Cruz,barely-true
"November 29, 2015",cnn,"""The Family Research Council, according to some government agencies, is a terrorist group.""",Ben Carson,false
"November 19, 2015",georgetown,"""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.""",Bernie Sanders,true
"November 22, 2015",tweet,Says crime statistics show blacks kill 81 percent of white homicide victims.  ,Donald Trump,pants-fire
"November 19, 2015",speech,"""The Libyan people have voted twice in free and fair elections for the kind of leadership they want.""",Hillary Clinton,half-true
"November 6, 2015",democratic primary forum,"""I spent 18 months putting together the sanctions against Iran so that we could force them to the negotiating table.""",Hillary Clinton,mostly-true
"November 21, 2015",speech,"""I watched in Jersey City, N.J., where thousands and thousands of people were cheering"" as the World Trade Center collapsed.    ",Donald Trump,pants-fire
"November 16, 2015",msnbc,"The New York Police Department used to have ""surveillance going on in and around mosques in New York City. ... Our mayor totally cut that out.""",Donald Trump,half-true
"November 11, 2015",ad,"Says David Vitter ""answered a prostitute’s call minutes after he skipped a vote honoring 28 soldiers who gave their lives in defense of our freedom.""",John Bel Edwards,mostly-true
"November 16, 2015",facebook,"""There is currently no ability to vet these people,"" referring to Syrian refugees.",Ben Carson,barely-true
"November 17, 2015",'s radio show,"The federal government is sending refugees to states with governors who are ""Republicans, not to the Democrats.""",Donald Trump,pants-fire
"November 15, 2015",joint statement,"""The United States (is) the largest provider of humanitarian assistance to displaced persons and refugees.""",Barack Obama,mostly-true
"November 16, 2015",internet,"In Japan, ""permanent residency is not given to Muslims,"" the ""propagation of Islam"" is banned, ""one cannot import a Koran published in the Arabic language,"" and ""Muslims cannot even rent a house.""",Viral image,pants-fire
"November 14, 2015",iowa,"""Since we last debated in Las Vegas, nearly 3,000 people have been killed by guns.""",Hillary Clinton,half-true
"November 14, 2015",iowa,"Climate change is ""directly related"" to the growth of terrorism.",Bernie Sanders,barely-true
"November 15, 2015",abc,"When President Barack Obama said ISIS, or ISIL, was contained, he ""was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.""",Ben Rhodes,true
"November 15, 2015",cnn,"""It takes almost a year for a refugee to be processed in the United States.""",Jeb Bush,mostly-true
"November 14, 2015",iowa,"Out of the total U.S. military budget, ""significantly less than 10 percent of that money is used to fight international terrorism.""  ",Bernie Sanders,barely-true
"November 14, 2015",iowa,"The United States is ""the only major country on earth that doesn't guarantee health care to all people as a right, not a privilege.""",Bernie Sanders,half-true
"November 14, 2015",iowa,Says income tax rates under Eisenhower were as high as 90 percent.,Bernie Sanders,true
"November 14, 2015",des moines,"""Net immigration from Mexico last year was zero. Fact-check me.""",Martin O'Malley,mostly-true
"November 14, 2015",iowa,"""Wages adjusted for inflation haven’t risen since the turn of the last century.""",Hillary Clinton,half-true
"November 10, 2015",gop debate,"""The Chinese are there"" in Syria.",Ben Carson,false
"November 10, 2015",milwaukee,"The Consumer Financial Protection Bureau has ""no congressional oversight.""",Carly Fiorina,half-true
"November 10, 2015",gop primary debate,"The Trans-Pacific Partnership ""was designed for China to come in, as they always do, through the back door and totally take advantage of everyone.""",Donald Trump,pants-fire
"November 10, 2015",gop undercard debate,"The Democrats plan ""to raise your tax rates to 70 or 80 percent.""",Chris Christie,false
"November 6, 2015",s.c.,"""Over half of the black workers in this country earn less"" than $15 an hour.",Bernie Sanders,mostly-true
"November 10, 2015",milwaukee,"""Obamacare isn't helping anyone.""",Carly Fiorina,pants-fire
"November 10, 2015",network,"Says President Dwight Eisenhower ""moved 1.5 million illegal immigrants out of this country.""",Donald Trump,half-true
"November 10, 2015",network,"Says Hillary Clinton told her daughter and a government official that Benghazi ""was a terrorist attack, and then tells everybody else that it was a video.""  ",Ben Carson,barely-true
"November 10, 2015",gop primary debate,"""Welders make more money than philosophers.""",Marco Rubio,false
"November 10, 2015",undercard gop debate,"""Only one out of five of the so-called ‘Syrian refugees’ who went into Europe were actually Syrian.""",Mike Huckabee,barely-true
"November 10, 2015",wis.,"""There are more words in the IRS code than there are in the Bible.""",Ted Cruz,true
"November 10, 2015",presidential debate," Income inequality ""seems to be worst in cities run by Democrats.""",Rand Paul,half-true
"November 10, 2015",wis.,"""Every time we raise the minimum wage, the number of jobless people increases.""",Ben Carson,false
"November 10, 2015",wis.,"""We’re losing now over $500 billion a year in terms of imbalance with China.""",Donald Trump,barely-true
"November 10, 2015",gop undercard debate,"""There’s only one of us who’s actually cut government spending -- not two, there’s one and you’re looking at him.""",Bobby Jindal,half-true
"November 10, 2015",presidential debate,"Says the United States is in ""the worst recovery from an economic recession since World War II.""",Chris Christie,half-true
"November 6, 2015",south democratic presidential forum,"""When President Obama was running for re-election … Senator Sanders was trying to find someone to primary him.""",Martin O'Malley,half-true
"November 8, 2015",abc,"""Go look on the West Point website and you’ll see those specific words, ‘full scholarship to West Point.’ So even though it is, you know, given as a grant for anybody who gets in, those words are used.""  ",Ben Carson,mostly-true
"November 8, 2015",No Platform,"Says that in polls about 2016 candidate leadership skills, he comes out ""two and three and four times higher than anybody else.""",Donald Trump,half-true
"November 4, 2015",facebook,"""Every signer of the Declaration of Independence had no federal elected office experience.""",Ben Carson,pants-fire
"October 28, 2015",gop primary debate,Says his plan would cut taxes without increasing the deficit.,Donald Trump,false
"October 28, 2015",gop primary debate,Says his tax plan wouldn't leave the federal government with a $1.1 trillion hole.,Ben Carson,false
"October 28, 2015",colo.,"Under his tax plan, ""the greatest gains, percentage-wise,"" will be ""at the lower end of our plan.""",Marco Rubio,half-true
"October 28, 2015",cnbc,"The CNBC debate was supposed to be three hours, and he ""renegotiated it down to two hours.""",Donald Trump,barely-true
"October 28, 2015",cnbc,"Says Ohio Gov. John Kasich ""got lucky with a thing called fracking,"" which ""is why Ohio is doing well.""",Donald Trump,false
"October 28, 2015",colo.,"The debt limit deal ""allows President Obama to borrow unlimited amounts of money.""",Rand Paul,barely-true
"November 1, 2015",No Platform,"""If you look at the three people on the (debate) stage from the United States Senate, all three of them have a combined two bills that became law that they've sponsored.""  ",Jeb Bush,mostly-true
"November 1, 2015",fox,"""We have record numbers of people living in poverty.""",Carly Fiorina,half-true
"October 29, 2015",presidential debate,"Among manufacturers with fewer than 50 employees, ""the average cost in terms of regulations is $34,000 per employee.""  ",Ben Carson,half-true
"October 28, 2015",colo.,"""Under Barack Obama and the big government economy, the median wage for women has dropped $733.""",Ted Cruz,false
"October 28, 2015",presidential debate,"""92 percent of the jobs lost during Barack Obama’s first term belonged to women.""",Carly Fiorina,false
"October 28, 2015",colo.,"Says he ""didn’t have an involvement with"" nutritional supplement company Mannatech.",Ben Carson,false
"October 28, 2015",colo.,"""I never said that"" Marco Rubio was Mark Zuckerberg’s personal senator.",Donald Trump,pants-fire
"October 28, 2015",presidential debate,"""For the first time in 35 years, we have more businesses closing than starting.""",Marco Rubio,half-true
"October 28, 2015",colo.,"Bernie Sanders’s plan is ""to raise your taxes to 90 percent.""",Chris Christie,pants-fire
"October 23, 2015",internet,"Unlike Benghazi, there were no investigations of the 1983 Beirut barracks bombing, none about key aspects of the 9/11 attacks and the Iraq War, and none about embassy attacks under George W. Bush.",Viral image,barely-true
"October 9, 2015",perfect,"""German citizens were disarmed by their government in the late 1930s,"" which allowed the Nazis to ""carry out their evil intentions with relatively little resistance.""    ",Ben Carson,false
"October 25, 2015",abc,"Because of Obamacare ""people’s premiums ... are going up 35, 45, 55 percent.""  ",Donald Trump,half-true
"October 22, 2015",benghazi,"Says John Kerry ""is the first secretary of state to rely primarily on a government account.""  ",Hillary Clinton,mostly-true
"October 22, 2015",web,Says Denmark’s suicide rate has been about twice as high as the United States’ over the past five decades.,Viral image,barely-true
"October 19, 2015",No Platform,"Says Hillary Clinton ""couldn't bring herself to say we need to separate commercial banking and speculative banking, namely reinstating Glass-Steagall.""",Martin O'Malley,mostly-true
"October 20, 2015",new day,"Says CIA Director George Tenet told the Bush administration that the Sept. 11, 2001, terrorist attack ""was coming. So they did have advanced notice.""",Donald Trump,false
"October 18, 2015",nbc 's 'meet,"""Republican leadership took the lead confirming Loretta Lynch as attorney general.""",Ted Cruz,barely-true
"October 15, 2015",internet,"Says Bernie Sanders once said, ""Instead of removing the conditions that make people depressed, modern society gives them antidepressant drugs.""",Viral image,pants-fire
"October 7, 2015",iowa,"The gun industry is ""the only business in America that is wholly protected from any kind of liability.""",Hillary Clinton,false
"October 13, 2015",las vegas,"""Fifteen out of the 20 most polluted cities in the world"" are in India and China.",Jim Webb,mostly-true
"October 13, 2015",las vegas,"""We are imprisoning or giving jail sentences to young people who are smoking marijuana.""",Bernie Sanders,barely-true
"October 13, 2015",democratic presidential debate,"Says Edward Snowden ""could have gotten all of the protections of being a whistleblower.""  ",Hillary Clinton,barely-true
"October 14, 2015",las vegas,"""Every other major country"" has family paid leave.",Bernie Sanders,mostly-true
"October 13, 2015",democratic debate,On the Keystone XL pipeline,Hillary Clinton,no-flip
"October 13, 2015",democratic debate,"""Today in America, we have more people in jail than any other country on Earth.""",Bernie Sanders,mostly-true
"October 13, 2015",democratic debate,"Says as secretary of state she was reserving judgment about the Trans-Pacific Partnership and ""hoped it would be the gold standard.""",Hillary Clinton,half-true
"October 13, 2015",las vegas,"""African-American youth unemployment is 51 percent. Hispanic youth unemployment is 36 percent.""",Bernie Sanders,half-true
"October 13, 2015",democratic debate,"""Sen. Sanders did vote five times against the Brady bill.""",Hillary Clinton,true
"October 5, 2015",nbc 's,"""There have been seven investigations (of Benghazi) led mostly by Republicans in the Congress"" that concluded ""nobody did anything wrong, but there were changes we could make.""",Hillary Clinton,mostly-true
"October 11, 2015",No Platform,"""When we had a conservative Republican president we were losing 750,000 jobs a month.""  ",Debbie Wasserman Schultz,mostly-true
"October 11, 2015",No Platform,"Says Republican Rep. Charlie Dent wants to kick the Freedom Caucus out of the Republican conference ""for voting our conscience.""     ",Dave Brat,false
"October 8, 2015",wolf blitzer,"""In the class of 1968 at Patrice Lumumba University in Moscow, Mahmoud Abbas was one of the members of that class, and so was Ali Khamenei. And that's where they first established relationships with the young Vladimir Putin.""",Ben Carson,pants-fire
"October 5, 2015",gun policy platform,"""While 38 percent of (firearms) dealers that were inspected in 2011 were noncompliant with federal law, only 0.05 percent of inspected dealers had their licenses revoked.""",Hillary Clinton,mostly-true
"October 7, 2015",pbs newshour,On the Trans-Pacific Partnership.,Hillary Clinton,full-flop
"September 15, 2015",ad,"Says Donald Trump ""supports eminent domain"" and the Supreme Court’s Kelo decision. ",Club for Growth,true
"October 2, 2015",press conference,"Today, the deficit is ""below the average deficits over the past 40 years.""",Barack Obama,mostly-true
"October 1, 2015",oregon,"""States with the most gun laws tend to have the fewest gun deaths.""",Barack Obama,mostly-true
"September 30, 2015",hannity,"Planned Parenthood ""is an organization that funnels millions of dollars in political contributions to pro-abortion candidates.""",Carly Fiorina,mostly-true
"October 1, 2015",facebook,"Number of Americans killed by terrorism in the last decade: 24. Number of Americans killed by guns in the last decade: 280,024.",Viral image,mostly-true
"October 4, 2015",abc,"Among Syrian refugees, ""there aren't that many women, there aren't that many children.""",Donald Trump,false
"September 30, 2015",tweet,"The Benghazi probe is ""the longest-running congressional investigation ever.""",Hillary Clinton,false
"September 29, 2015",congressional hearing,"In 2006, Planned Parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions.",Jason Chaffetz,pants-fire
"September 28, 2015",twitter,"""Unlike virtually every other campaign, we don't have a super PAC.""",Bernie Sanders,mostly-true
"September 28, 2015",press conference,"The unemployment rate may be as high as ""42 percent.""",Donald Trump,pants-fire
"September 27, 2015",nation,"""When I left Washington, we had a $5 trillion surplus.""",John Kasich,barely-true
"September 27, 2015",fox,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",Tom Cole,true
"September 22, 2015",tweet,"The largest low-wage employer ""is not McDonalds or Walmart but the U.S. government.""  ",Bernie Sanders,barely-true
"September 27, 2015",abc,"""We've had examples like in Yuma County, where we've been able to stop 97 percent of the illegal (immigration) flow, and those programs, they abolish.""",Ben Carson,barely-true
"September 27, 2015",fox,"The tax policies of George W. Bush ""created a dynamic effect of high growth.""",Jeb Bush,barely-true
"September 22, 2015",kelly file,"There is not ""one of the Muslim nations"" that doesn't have ""discrimination against women, discrimination against gays, subjugation of other religious beliefs.""",Ben Carson,barely-true
"September 21, 2015",stephen colbert,"""When (Ronald) Reagan came in, from 1978 to 1982, economic growth averaged less than 1 percent a year. There’s only one other four-year period where that’s true. That’s true from 2008 to 2012.""",Ted Cruz,barely-true
"September 22, 2015",tweet,"""The birther movement was started by Hillary Clinton in 2008. She was all in!""  ",Donald Trump,false
"September 10, 2015",democracy,"Says ""the cascading effects"" of climate change contributed to the rise of ISIS.",Martin O'Malley,mostly-true
"September 19, 2015",democratic party state convention,"""Under Republicans, recessions happen four times as frequently as under Democrats.""  ",Hillary Clinton,mostly-true
